timestamp,x,y,z
1403636856829881088,1.97944,1.202,0.604566
1403636856879881472,1.97942,1.20198,0.604573
1403636856929881344,1.97999,1.20132,0.604095
1403636857080881408,1.97942,1.202,0.604553
1403636857130881280,1.97941,1.20198,0.604565
1403636857181881088,1.97942,1.202,0.604556
1403636857278881280,1.97942,1.20201,0.604544
1403636857327881216,1.97941,1.202,0.604532
1403636857428881152,1.97944,1.20202,0.604558
1403636857478881280,1.97942,1.20202,0.604538
1403636857529881344,1.98001,1.20132,0.604119
1403636857627881216,1.97946,1.20206,0.604509
1403636857731881472,1.97943,1.20203,0.604531
1403636857782881280,1.97942,1.20202,0.604534
1403636857831881216,1.98002,1.20139,0.604023
1403636857882881280,1.97944,1.20205,0.604509
1403636857979881216,1.97944,1.20205,0.604509
1403636858030881280,1.97947,1.20208,0.604501
1403636858078881280,1.97947,1.20206,0.604529
1403636858129881344,1.97947,1.20206,0.604523
1403636858177881344,1.97945,1.20202,0.604551
1403636858227881216,1.97948,1.2021,0.604502
1403636858278881280,1.97946,1.20204,0.604559
1403636858327881216,1.97945,1.20203,0.604541
1403636858379881472,1.97949,1.20206,0.604555
1403636858477881088,1.97961,1.20217,0.604563
1403636858529881344,1.9797,1.20224,0.604569
1403636858580881408,1.97979,1.20229,0.604615
1403636858631881216,1.97999,1.20242,0.604671
1403636858730881280,1.98021,1.20285,0.604368
1403636858782881280,1.97994,1.20416,0.604328
1403636858832881152,1.98107,1.20423,0.603539
1403636858878881280,1.98162,1.20618,0.603639
1403636858930881280,1.9839,1.20869,0.603016
1403636858980881152,1.98712,1.21238,0.601958
1403636859032881152,1.99125,1.2182,0.601218
1403636859080881408,1.99549,1.22528,0.601019
1403636859179881216,2.00598,1.24126,0.600739
1403636859232881408,2.01232,1.25036,0.600524
1403636859330881280,2.02281,1.26693,0.599664
1403636859379881472,2.02661,1.27611,0.60047
1403636859478881280,2.04145,1.29134,0.602949
1403636859529881344,2.05115,1.30075,0.606836
1403636859578881280,2.06234,1.31107,0.611504
1403636859630881280,2.07525,1.32359,0.617659
1403636859679881216,2.08878,1.33734,0.625219
1403636859728881408,2.09935,1.35503,0.636554
1403636859779881216,2.11409,1.36999,0.646575
1403636859831881216,2.12951,1.38531,0.657252
1403636859879881472,2.14433,1.39796,0.666633
1403636859929881344,2.15952,1.41095,0.676255
1403636859980881152,2.1743,1.4233,0.686356
1403636860031881216,2.18876,1.43576,0.696096
1403636860079881216,2.20101,1.44682,0.704808
1403636860131881216,2.21338,1.45639,0.711465
1403636860232881408,2.22551,1.46844,0.716803
1403636860280881408,2.22406,1.46798,0.713187
1403636860478881280,2.17562,1.42321,0.668969
1403636860831881216,2.0521,1.3411,0.600493
1403636860876881408,2.04868,1.33316,0.594122
1403636860928881152,2.04691,1.32993,0.591994
1403636860977881088,2.04996,1.32962,0.592075
1403636861478881280,2.22666,1.47676,0.687941
1403636861579881216,2.25909,1.50465,0.703387
1403636861631881216,2.26752,1.51253,0.707205
1403636861677881344,2.26966,1.51569,0.708278
1403636862231881472,2.091,1.37087,0.613191
1403636862281881344,2.074,1.35683,0.605609
1403636862327881216,2.06191,1.34545,0.598882
1403636862381881344,2.05206,1.33655,0.593936
1403636862430881280,2.04792,1.33232,0.592184
